Mooring Name,Latitude,Longitude,Date,Time,xCO2  SW (wet) (umol/mol),CO2 SW QF,H2O SW (mmol/mol),xCO2  Air (wet) (umol/mol),CO2 Air QF,H2O Air (mmol/mol),Licor Atm Pressure  (hPa),Licor Temp (C),MAPCO2 %O2,SST (C),Salinity,xCO2  SW (dry) (umol/mol),xCO2  Air (dry) (umol/mol),fCO2  SW (sat) uatm,fCO2  Air (sat) uatm,dfCO2,pCO2 SW (sat) uatm,pCO2 Air (sat) uatm,dpCO2,     pH_SW (Total Scale),QF_pH
NH10,44.648,-124.298,11/6/2014,12:17,397.8,2,3.19,405.5,2,2.86,1012.5,15.8,99.93,14.7,32.421,399,406.7,390.9,398.4,-7.5,392.3,399.8,-7.6,-999,5
NH10,44.648,-124.298,11/6/2014,15:17,399.7,2,2.95,403.9,2,2.6,1013.6,15.7,99.85,14.684,32.377,400.9,404.9,393.1,397.1,-3.9,394.6,398.5,-3.9,-999,5
NH10,44.648,-124.298,11/6/2014,18:17,399.2,2,3.22,404.3,2,2.82,1016.8,15.8,99.84,14.799,32.345,400.5,405.5,393.9,398.8,-4.9,395.3,400.3,-4.9,-999,5
NH10,44.648,-124.298,11/6/2014,21:17,378.6,2,3.11,404.3,2,2.74,1020.8,15.8,99.88,14.874,32.368,379.8,405.4,375,400.3,-25.3,376.4,401.8,-25.4,-999,5
NH10,44.648,-124.298,11/7/2014,0:17,373.9,2,3.34,404.8,2,2.99,1024.1,15.8,99.99,14.833,32.331,375.1,406,371.6,402.2,-30.6,373,403.7,-30.7,-999,5
NH10,44.648,-124.298,11/7/2014,3:17,380.4,2,2.98,404.4,2,2.71,1025.7,15.6,99.95,14.787,32.34,381.5,405.5,378.6,402.4,-23.8,380,403.9,-23.9,-999,5
NH10,44.648,-124.298,11/7/2014,6:17,369.6,2,2.93,404.7,2,2.67,1027.2,15.5,99.75,14.805,32.341,370.6,405.8,368.3,403.3,-34.9,369.7,404.7,-35.1,-999,5
NH10,44.648,-124.298,11/7/2014,9:17,376.6,2,2.93,404.5,2,2.67,1027.7,15.5,99.85,14.77,32.355,377.7,405.6,375.5,403.3,-27.8,376.9,404.8,-27.9,-999,5
NH10,44.648,-124.298,11/7/2014,12:17,373.1,2,2.73,428.3,2,2.51,1028.8,15.5,99.65,14.733,32.389,374.1,429.4,372.4,427.4,-55,373.8,429,-55.2,-999,5
NH10,44.648,-124.298,11/7/2014,15:17,377.1,2,2.58,425.9,2,2.38,1029.9,15.3,99.42,14.737,32.423,378.1,427,376.8,425.5,-48.7,378.2,427,-48.9,-999,5
NH10,44.648,-124.298,11/7/2014,18:17,378.4,2,3.08,413,2,2.79,1030.5,15.3,99.33,14.789,32.423,379.5,414.2,378.4,412.9,-34.5,379.8,414.4,-34.6,-999,5
NH10,44.648,-124.298,11/7/2014,21:17,378.6,2,3.19,408.7,2,2.9,1028.6,15.7,99.31,14.848,32.42,379.8,409.9,378,407.9,-29.9,379.4,409.4,-30,-999,5
NH10,44.648,-124.298,11/8/2014,0:17,395.3,2,3.08,405.5,2,2.82,1027.4,16,99.89,14.786,32.412,396.5,406.7,394.2,404.3,-10.1,395.6,405.7,-10.1,-999,5
NH10,44.648,-124.298,11/8/2014,3:17,390.6,2,3.05,405.6,2,2.78,1027.3,15.5,99.93,14.725,32.408,391.8,406.7,389.4,404.3,-14.9,390.9,405.8,-14.9,-999,5
NH10,44.648,-124.298,11/8/2014,6:17,377.2,2,2.85,414.4,2,2.6,1026.6,15.3,99.63,14.727,32.419,378.3,415.5,375.8,412.7,-36.9,377.2,414.2,-37,-999,5
NH10,44.648,-124.298,11/8/2014,9:17,379.1,2,2.68,412.1,2,2.48,1025.5,15,99.48,14.722,32.429,380.2,413.1,377.2,409.9,-32.7,378.6,411.4,-32.8,-999,5
NH10,44.648,-124.298,11/8/2014,12:17,379.7,2,2.59,410.8,2,2.4,1024.5,14.8,99.31,14.708,32.436,380.6,411.8,377.3,408.2,-30.9,378.7,409.7,-31,-999,5
NH10,44.648,-124.298,11/8/2014,15:17,380.4,2,2.56,412.2,2,2.38,1024.1,14.5,99.2,14.708,32.435,381.4,413.2,377.9,409.4,-31.5,379.3,410.9,-31.6,-999,5
NH10,44.648,-124.298,11/8/2014,18:17,381.3,2,2.97,415.6,2,2.71,1024,14.4,99.21,14.693,32.408,382.5,416.7,379,412.9,-33.9,380.4,414.4,-34,-999,5
NH10,44.648,-124.298,11/8/2014,21:17,381.2,2,3.15,412.7,2,2.88,1021.3,15.3,99.29,14.766,32.41,382.4,413.9,377.8,408.9,-31.1,379.2,410.4,-31.2,-999,5
NH10,44.648,-124.298,11/9/2014,0:17,377.4,2,3.18,410.2,2,2.94,1020.1,16.1,99.34,14.668,32.404,378.6,411.4,373.7,406.1,-32.4,375,407.5,-32.5,-999,5
NH10,44.648,-124.298,11/9/2014,3:17,379.9,2,3.03,408.8,2,2.78,1020.3,15.4,99.3,14.652,32.395,381,409.9,376.2,404.7,-28.5,377.5,406.2,-28.6,-999,5
NH10,44.648,-124.298,11/9/2014,6:17,381,2,2.89,415.3,2,2.67,1020,15.1,99.3,14.703,32.421,382.2,416.4,377.1,410.9,-33.8,378.5,412.4,-33.9,-999,5
NH10,44.648,-124.298,11/9/2014,9:17,381.1,2,2.9,407.6,2,2.67,1019.4,15.3,99.24,14.705,32.434,382.3,408.7,377,403,-26,378.4,404.5,-26.1,-999,5
NH10,44.648,-124.298,11/9/2014,12:17,382.1,2,2.87,405.1,2,2.65,1017.9,15.1,99.16,14.701,32.439,383.2,406.2,377.3,400,-22.7,378.7,401.5,-22.8,-999,5
NH10,44.648,-124.298,11/9/2014,15:17,385.4,2,2.92,405.5,2,2.69,1017,15,99.17,14.704,32.446,386.5,406.6,380.3,400.1,-19.8,381.7,401.5,-19.9,-999,5
NH10,44.648,-124.298,11/9/2014,18:17,387.2,2,2.93,404.3,2,2.6,1016.3,15.4,99.87,14.663,32.391,388.4,405.4,381.8,398.6,-16.8,383.2,400.1,-16.8,-999,5
NH10,44.648,-124.298,11/9/2014,21:17,342.2,2,2.99,405,2,2.63,1017.6,15.5,99.81,14.483,32.397,343.3,406.1,338,399.9,-61.8,339.3,401.3,-62.1,-999,5
NH10,44.648,-124.298,11/10/2014,0:17,392.2,2,3.03,406,2,2.74,1018.3,15.3,99.92,14.495,32.411,393.4,407.2,387.7,401.2,-13.6,389.1,402.7,-13.6,-999,5
NH10,44.648,-124.298,11/10/2014,3:17,398.4,2,2.91,406.1,2,2.64,1018.8,15.2,99.86,14.64,32.433,399.6,407.1,393.9,401.3,-7.4,395.3,402.8,-7.5,-999,5
NH10,44.648,-124.298,11/10/2014,6:17,399.3,2,2.87,407.4,2,2.61,1018.6,15.2,99.93,14.646,32.44,400.4,408.5,394.6,402.6,-8,396.1,404.1,-8,-999,5
NH10,44.648,-124.298,11/10/2014,9:17,397.7,2,2.87,407.8,2,2.62,1018.6,15.2,99.92,14.613,32.431,398.9,408.9,393.1,403,-9.8,394.5,404.4,-9.9,-999,5
NH10,44.648,-124.298,11/10/2014,12:17,402.7,2,2.85,407.7,2,2.61,1019.1,15.1,99.91,14.613,32.434,403.8,408.7,398.2,403,-4.8,399.6,404.5,-4.9,-999,5
NH10,44.648,-124.298,11/10/2014,15:17,380.2,2,2.67,412.8,2,2.48,1019.6,15,99.61,14.572,32.434,381.2,413.9,376.1,408.3,-32.2,377.5,409.8,-32.3,-999,5
NH10,44.648,-124.298,11/10/2014,18:17,375.3,2,2.75,418.8,2,2.55,1019.6,15,99.6,14.462,32.343,376.4,419.9,371.3,414.3,-42.9,372.7,415.8,-43.1,-999,5
NH10,44.648,-124.298,11/10/2014,21:17,373.7,2,3.07,409.4,2,2.81,1017.9,15,99.69,14.47,32.274,374.9,410.5,369.3,404.4,-35.1,370.6,405.9,-35.2,-999,5
NH10,44.648,-124.298,11/11/2014,0:17,395.9,2,2.96,408.5,2,2.76,1017,15.5,99.85,14.57,32.387,397.1,409.6,390.7,403.1,-12.4,392.2,404.6,-12.4,-999,5
NH10,44.648,-124.298,11/11/2014,3:17,397.9,2,2.75,410,2,2.54,1016.4,15.1,99.91,14.471,32.368,399,411,392.4,404.2,-11.8,393.9,405.7,-11.8,-999,5
NH10,44.648,-124.298,11/11/2014,6:17,383,2,2.55,409.8,2,2.32,1015.2,14.8,99.92,14.426,32.373,383.9,410.8,377.2,403.6,-26.4,378.6,405.1,-26.5,-999,5
NH10,44.648,-124.298,11/11/2014,9:17,379.2,2,2.42,412,2,2.22,1014.2,14.6,99.68,14.404,32.418,380.2,412.9,373.1,405.3,-32.2,374.5,406.7,-32.3,-999,5
NH10,44.648,-124.298,11/11/2014,12:17,380.2,2,2.39,411.3,2,2.22,1013.4,14.3,99.72,14.404,32.437,381.2,412.2,373.8,404.2,-30.4,375.2,405.7,-30.5,-999,5
NH10,44.648,-124.298,11/11/2014,15:17,379.7,2,2.3,411,2,2.13,1014.2,14.1,99.63,14.351,32.441,380.6,411.9,373.5,404.3,-30.7,374.9,405.8,-30.8,-999,5
NH10,44.648,-124.298,11/11/2014,18:17,383.7,2,2.64,410.1,2,2.44,1014.7,13.9,99.52,14.39,32.445,384.7,411.1,377.8,403.7,-25.9,379.1,405.1,-26,-999,5
NH10,44.648,-124.298,11/11/2014,21:17,394.7,2,2.75,407.4,2,2.53,1014.1,14.5,99.93,14.38,32.449,395.8,408.5,388.4,400.9,-12.4,389.8,402.3,-12.5,-999,5
NH10,44.648,-124.298,11/12/2014,0:17,390.9,2,2.71,407.4,2,2.49,1014.2,14.7,99.9,14.346,32.455,392,408.4,384.8,400.8,-16.1,386.2,402.3,-16.1,-999,5
NH10,44.648,-124.298,11/12/2014,3:17,388.3,2,2.22,408.9,2,2.05,1015.4,14.4,99.92,14.288,32.462,389.2,409.7,382.5,402.7,-20.2,383.9,404.1,-20.3,-999,5
NH10,44.648,-124.298,11/12/2014,6:17,392.6,2,1.89,408.1,2,1.74,1016.2,14.4,99.91,14.211,32.485,393.4,408.8,386.9,402.1,-15.2,388.3,403.6,-15.2,-999,5
NH10,44.648,-124.298,11/12/2014,9:17,396.9,2,1.85,407.3,2,1.72,1016.6,14.5,99.92,14.14,32.505,397.7,408,391.3,401.5,-10.2,392.8,403,-10.2,-999,5
NH10,44.648,-124.298,11/12/2014,12:17,386.1,2,1.81,407.5,2,1.67,1016.5,14.3,99.88,14.038,32.467,386.8,408.2,380.6,401.7,-21.1,382,403.2,-21.2,-999,5
NH10,44.648,-124.298,11/12/2014,15:17,385.7,2,1.71,407.8,2,1.62,1016.5,14.2,99.93,14.043,32.452,386.3,408.4,380.2,401.9,-21.8,381.6,403.4,-21.8,-999,5
NH10,44.648,-124.298,11/12/2014,18:17,389.9,2,1.9,408,2,1.75,1016.5,14.2,99.91,14.014,32.428,390.6,408.7,384.4,402.2,-17.8,385.8,403.7,-17.8,-999,5
NH10,44.648,-124.298,11/12/2014,21:17,383.9,2,2.07,406,2,1.9,1015.2,14.2,99.89,14.018,32.422,384.7,406.8,378,399.8,-21.7,379.4,401.3,-21.8,-999,5
NH10,44.648,-124.298,11/13/2014,0:17,388.4,2,2.16,406.7,2,1.99,1013.7,14.2,99.92,14.024,32.409,389.2,407.5,382,399.9,-17.9,383.4,401.4,-18,-999,5
NH10,44.648,-124.298,11/13/2014,3:17,389,2,2.04,407.9,2,1.86,1012.2,14.3,99.9,13.979,32.404,389.8,408.6,382,400.4,-18.4,383.4,401.9,-18.5,-999,5
NH10,44.648,-124.298,11/13/2014,6:17,391.4,2,2.08,410.2,2,1.9,1011.1,14.3,99.9,13.969,32.413,392.2,411,383.9,402.3,-18.3,385.4,403.8,-18.4,-999,5
NH10,44.648,-124.298,11/13/2014,9:17,391,2,1.9,410.4,2,1.74,1009.9,14.2,99.85,13.99,32.429,391.8,411.1,383,402,-18.9,384.4,403.4,-19,-999,5
NH10,44.648,-124.298,11/13/2014,12:17,395,2,1.83,410,2,1.69,1007.3,14.3,99.9,14.014,32.457,395.7,410.7,385.8,400.4,-14.6,387.2,401.9,-14.7,-999,5
NH10,44.648,-124.298,11/13/2014,15:17,386.1,2,2.03,410.1,2,1.84,1006.9,14.4,99.83,13.97,32.457,386.8,410.8,377.1,400.5,-23.4,378.5,401.9,-23.5,-999,5
NH10,44.648,-124.298,11/13/2014,18:17,393.4,2,2.14,411.1,2,1.94,1007.7,14.3,99.88,13.933,32.482,394.2,411.9,384.6,401.9,-17.3,386,403.3,-17.4,-999,5
NH10,44.648,-124.298,11/13/2014,21:17,373.1,2,2.24,411.5,2,2.02,1009.5,14.3,99.82,13.917,32.419,374,412.3,365.5,403,-37.5,366.8,404.5,-37.6,-999,5
NH10,44.648,-124.298,11/14/2014,0:17,350.7,2,2.24,412.2,2,2,1011.5,14.1,99.68,13.941,32.468,351.5,413,344.2,404.4,-60.2,345.5,405.9,-60.4,-999,5
NH10,44.648,-124.298,11/14/2014,3:17,377.1,2,2.06,412.3,2,1.84,1012.1,13.9,99.25,13.959,32.452,377.8,413,370.2,404.7,-34.5,371.6,406.2,-34.6,-999,5
NH10,44.648,-124.298,11/14/2014,6:17,342.9,2,2.05,414.1,2,1.82,1013.1,13.7,99.4,13.913,32.472,343.6,414.9,337.1,406.9,-69.9,338.3,408.4,-70.1,-999,5
NH10,44.648,-124.298,11/14/2014,9:17,326.9,2,2.01,413.9,2,1.78,1013.7,13.6,99.37,13.868,32.44,327.6,414.6,321.5,406.9,-85.4,322.7,408.4,-85.7,-999,5
NH10,44.648,-124.298,11/14/2014,12:17,382.6,2,1.97,414.6,2,1.74,1014.4,13.4,98.96,14.097,32.403,383.3,415.4,376.4,407.9,-31.5,377.8,409.4,-31.6,-999,5
NH10,44.648,-124.298,11/14/2014,15:17,385.5,2,1.99,415.3,2,1.78,1015.6,13.3,98.81,14.226,32.426,386.3,416.1,379.8,409,-29.2,381.1,410.5,-29.4,-999,5
NH10,44.648,-124.298,11/14/2014,18:17,388.7,2,2.24,413.7,2,2.03,1017.7,12.8,98.66,14.268,32.429,389.5,414.5,383.7,408.3,-24.6,385.1,409.8,-24.7,-999,5
NH10,44.648,-124.298,11/14/2014,21:17,388.8,2,2.39,411.1,2,2.2,1018.5,13.2,98.6,14.302,32.438,389.8,412,384.2,406.2,-22,385.6,407.7,-22,-999,5
NH10,44.648,-124.298,11/15/2014,0:17,386.4,2,2.38,408.8,2,2.2,1019,14.2,98.51,14.274,32.44,387.3,409.7,382,404.1,-22.1,383.4,405.6,-22.2,-999,5
NH10,44.648,-124.298,11/15/2014,3:17,394.9,2,1.98,413.5,2,1.84,1020.4,13.9,99.84,14.195,32.449,395.7,414.3,390.9,409.2,-18.3,392.3,410.7,-18.4,-999,5
NH10,44.648,-124.298,11/15/2014,6:17,397.2,2,1.94,412.2,2,1.82,1021.7,13.7,99.88,14.134,32.456,398,412.9,393.6,408.4,-14.8,395,409.9,-14.9,-999,5
NH10,44.648,-124.298,11/15/2014,9:17,386.9,2,1.73,413.7,2,1.63,1022.6,13.2,99.8,14.131,32.463,387.6,414.4,383.7,410.2,-26.6,385.1,411.8,-26.7,-999,5
NH10,44.648,-124.298,11/15/2014,12:17,394.4,2,1.72,411.7,2,1.63,1023.6,13.3,99.91,14.153,32.466,395.1,412.4,391.5,408.7,-17.1,393,410.2,-17.2,-999,5
NH10,44.648,-124.298,11/15/2014,15:17,375.9,2,1.61,411.7,2,1.53,1024.9,13,99.42,14.072,32.459,376.5,412.3,373.6,409.1,-35.5,375,410.6,-35.6,-999,5
NH10,44.648,-124.298,11/15/2014,18:17,381,2,1.84,410.6,2,1.74,1026.8,12.6,99.4,13.999,32.456,381.7,411.3,379.4,408.9,-29.5,380.8,410.4,-29.6,-999,5
NH10,44.648,-124.298,11/15/2014,21:17,394.6,2,2.1,409.4,2,1.95,1026.4,13.1,99.91,13.89,32.443,395.4,410.2,393,407.7,-14.7,394.5,409.2,-14.7,-999,5
NH10,44.648,-124.298,11/16/2014,0:17,369.6,2,2.07,408.4,2,1.92,1026.8,13.4,99.55,14.041,32.429,370.4,409.2,368.2,406.8,-38.6,369.6,408.3,-38.7,-999,5
NH10,44.648,-124.298,11/16/2014,3:17,376.5,2,1.98,408.7,2,1.84,1027.6,13.3,99.73,14.068,32.428,377.3,409.5,375.3,407.4,-32.1,376.7,408.9,-32.2,-999,5
NH10,44.648,-124.298,11/16/2014,6:17,389,2,1.95,409.7,2,1.81,1028.1,13.5,99.92,14.033,32.429,389.7,410.5,388,408.6,-20.6,389.4,410.1,-20.7,-999,5
NH10,44.648,-124.298,11/16/2014,9:17,389.7,2,1.96,409.8,2,1.83,1028.3,13.7,99.93,14.016,32.457,390.5,410.6,388.8,408.8,-20,390.2,410.3,-20.1,-999,5
NH10,44.648,-124.298,11/16/2014,12:17,387.5,2,1.83,409.7,2,1.72,1027.1,13.6,99.91,13.815,32.454,388.2,410.4,386.1,408.2,-22.1,387.6,409.7,-22.2,-999,5
NH10,44.648,-124.298,11/16/2014,15:17,391.6,2,1.86,409.9,2,1.74,1027,13.4,99.9,13.705,32.449,392.3,410.6,390.2,408.5,-18.2,391.7,410,-18.3,-999,5
NH10,44.648,-124.298,11/16/2014,18:17,395.9,2,2.08,409.6,2,1.93,1027.2,13.3,99.94,13.845,32.436,396.7,410.4,394.6,408.2,-13.6,396.1,409.7,-13.7,-999,5
NH10,44.648,-124.298,11/16/2014,21:17,400.4,2,2.36,409.5,2,2.18,1025.8,13.4,99.89,13.918,32.474,401.4,410.4,398.7,407.7,-9,400.2,409.2,-9,-999,5
NH10,44.648,-124.298,11/17/2014,0:17,382.5,2,2.52,409.2,2,2.32,1024.9,13.6,99.27,13.82,32.479,383.4,410.2,380.6,407.1,-26.5,382,408.6,-26.6,-999,5
NH10,44.648,-124.298,11/17/2014,3:17,390.5,2,2.1,413.1,2,1.95,1025.1,13.6,99.9,13.769,32.466,391.3,413.9,388.5,410.9,-22.4,389.9,412.4,-22.5,-999,5
NH10,44.648,-124.298,11/17/2014,6:17,383.4,2,2.08,414.7,2,1.93,1026.2,13.4,99.79,13.726,32.45,384.2,415.5,381.9,412.9,-31.1,383.3,414.5,-31.2,-999,5
NH10,44.648,-124.298,11/17/2014,9:17,399.4,2,2.01,412.7,2,1.87,1025.5,13.3,99.87,13.713,32.45,400.2,413.4,397.5,410.6,-13.1,399,412.2,-13.2,-999,5
NH10,44.648,-124.298,11/17/2014,12:17,377.5,2,2.01,413.1,2,1.87,1025.7,13.1,99.43,13.623,32.463,378.3,413.9,375.8,411.2,-35.3,377.2,412.7,-35.5,-999,5
NH10,44.648,-124.298,11/17/2014,15:17,371.9,2,2.02,413.3,2,1.88,1025.4,13.3,99.53,13.684,32.45,372.6,414,370,411.2,-41.1,371.4,412.7,-41.3,-999,5
NH10,44.648,-124.298,11/17/2014,18:17,396,2,2.2,412.4,2,2.05,1024.7,13.5,99.98,13.731,32.438,396.8,413.3,393.8,410.1,-16.3,395.3,411.6,-16.4,-999,5
NH10,44.648,-124.298,11/17/2014,21:17,378.6,2,2.65,411.9,2,2.42,1023.1,13.6,99.51,13.747,32.436,379.6,412.9,376.1,409.1,-33,377.5,410.6,-33.1,-999,5
NH10,44.648,-124.298,11/18/2014,0:17,408.7,2,2.47,410.8,2,2.28,1021.8,13.8,99.56,13.737,32.425,409.7,411.7,405.5,407.5,-2,407,409,-2,-999,5
NH10,44.648,-124.298,11/18/2014,3:17,378.8,2,2.21,415.4,2,2.05,1020.7,13.6,99.62,13.725,32.409,379.6,416.2,375.3,411.4,-36.2,376.7,412.9,-36.3,-999,5
NH10,44.648,-124.298,11/18/2014,6:17,395.9,2,2.25,415.4,2,2.06,1019.2,13.5,99.81,13.724,32.422,396.8,416.2,391.6,410.8,-19.2,393.1,412.3,-19.3,-999,5
NH10,44.648,-124.298,11/18/2014,9:17,377.1,2,2.24,414.5,2,2.05,1018.4,13.3,99.51,13.683,32.422,377.9,415.3,372.7,409.6,-36.9,374.1,411.1,-37,-999,5
NH10,44.648,-124.298,11/18/2014,12:17,374.9,2,2.32,417.5,2,2.11,1018.3,13.3,99.36,13.64,32.427,375.8,418.4,370.6,412.6,-42,372,414.1,-42.1,-999,5
NH10,44.648,-124.298,11/18/2014,15:17,383.5,2,2.16,415.7,2,1.99,1018,13.3,99.64,13.563,32.426,384.3,416.5,378.9,410.7,-31.7,380.3,412.2,-31.9,-999,5
NH10,44.648,-124.298,11/18/2014,18:17,382.6,2,2.46,415.7,2,2.25,1018.4,13.3,99.7,13.654,32.442,383.5,416.7,378.2,411,-32.7,379.6,412.5,-32.8,-999,5
NH10,44.648,-124.298,11/18/2014,21:17,377.7,2,2.76,409.2,2,2.51,1017.4,13.7,99.5,13.702,32.443,378.8,410.2,373.2,404.1,-31,374.6,405.6,-31.1,-999,5
NH10,44.648,-124.298,11/19/2014,0:17,379.6,2,2.79,409.6,2,2.53,1016.4,14.1,99.63,13.682,32.404,380.6,410.7,374.7,404.2,-29.6,376,405.7,-29.7,-999,5
NH10,44.648,-124.298,11/19/2014,3:17,383.1,2,2.49,414.5,2,2.28,1015.7,13.9,99.86,13.486,32.44,384.1,415.5,377.8,408.7,-30.9,379.2,410.2,-31,-999,5
NH10,44.648,-124.298,11/19/2014,6:17,395.9,2,2.49,415.8,2,2.27,1015.3,13.6,99.9,13.219,32.449,396.9,416.7,390.4,409.9,-19.5,391.9,411.4,-19.5,-999,5
NH10,44.648,-124.298,11/19/2014,9:17,407.5,2,2.45,418.7,2,2.23,1014.7,13.5,99.84,13.287,32.495,408.5,419.7,401.6,412.5,-11,403.1,414.1,-11,-999,5
NH10,44.648,-124.298,11/19/2014,12:17,404.5,2,2.44,414.6,2,2.24,1012.8,13.5,99.88,13.283,32.478,405.5,415.5,397.8,407.7,-9.8,399.3,409.2,-9.9,-999,5
NH10,44.648,-124.298,11/19/2014,15:17,393,2,2.36,415.3,2,2.18,1011.5,13.6,99.89,13.431,32.459,393.9,416.2,385.9,407.7,-21.8,387.4,409.2,-21.9,-999,5
NH10,44.648,-124.298,11/19/2014,18:17,378.4,2,2.6,414.6,2,2.37,1010.4,13.6,99.64,13.616,32.436,379.3,415.6,371.2,406.6,-35.4,372.5,408.1,-35.6,-999,5
NH10,44.648,-124.298,11/19/2014,21:17,386.1,2,2.84,413,2,2.58,1008.5,13.9,99.82,13.623,32.437,387.2,414,378.2,404.4,-26.2,379.6,405.8,-26.3,-999,5
NH10,44.648,-124.298,11/20/2014,0:17,393.9,2,2.68,409.6,2,2.46,1009.4,14.3,99.92,13.601,32.431,394.9,410.6,386.1,401.4,-15.3,387.5,402.9,-15.4,-999,5
NH10,44.648,-124.298,11/20/2014,3:17,393.8,2,2.76,408.8,2,2.5,1010.4,14.3,99.92,13.662,32.437,394.9,409.8,386.4,401,-14.6,387.8,402.5,-14.6,-999,5
NH10,44.648,-124.298,11/20/2014,6:17,390.9,2,2.81,405,2,2.52,1013,14.6,99.86,13.585,32.435,392,406,384.6,398.3,-13.7,386,399.8,-13.8,-999,5
NH10,44.648,-124.298,11/20/2014,9:17,393.6,2,2.92,405.5,2,2.62,1014.5,14.5,99.93,13.595,32.431,394.7,406.6,387.8,399.5,-11.6,389.3,401,-11.7,-999,5
NH10,44.648,-124.298,11/20/2014,12:17,378.5,2,2.8,406.7,2,2.52,1014.4,14.5,99.71,13.606,32.432,379.5,407.7,372.8,400.5,-27.7,374.2,402,-27.8,-999,5
NH10,44.648,-124.298,11/20/2014,15:17,389.5,2,2.75,406.9,2,2.44,1014.2,14.5,99.89,13.486,32.462,390.5,407.9,383.6,400.7,-17.1,385.1,402.2,-17.1,-999,5
NH10,44.648,-124.298,11/20/2014,18:17,385.7,2,2.71,408.5,2,2.4,1014.6,14.4,99.76,13.607,32.427,386.7,409.5,380,402.4,-22.4,381.4,403.9,-22.5,-999,5
NH10,44.648,-124.298,11/20/2014,21:17,392.7,2,2.81,408,2,2.5,1013.6,14.4,99.88,13.458,32.402,393.8,409.1,386.7,401.6,-15,388.1,403.1,-15,-999,5
NH10,44.648,-124.298,11/21/2014,0:17,395.5,2,2.87,408.9,2,2.56,1013.9,14.3,99.92,13.189,32.364,396.7,409.9,389.6,402.7,-13,391.1,404.2,-13.1,-999,5
NH10,44.648,-124.298,11/21/2014,3:17,398.5,2,2.86,408.3,2,2.55,1013.5,14.1,99.88,13.296,32.406,399.6,409.3,392.3,401.9,-9.6,393.8,403.4,-9.6,-999,5
NH10,44.648,-124.298,11/21/2014,6:17,398.7,2,2.77,407.3,2,2.5,1013,14.2,99.86,13.612,32.403,399.9,408.3,392.3,400.6,-8.3,393.7,402.1,-8.3,-999,5
NH10,44.648,-124.298,11/21/2014,9:17,379.3,2,2.7,408.7,2,2.37,1012.4,14.5,99.82,13.721,32.43,380.4,409.7,372.9,401.6,-28.7,374.2,403.1,-28.8,-999,5
NH10,44.648,-124.298,11/21/2014,12:17,391.9,2,2.72,409.6,2,2.42,1011.3,14.6,99.84,13.78,32.428,393,410.6,384.8,402,-17.2,386.2,403.5,-17.3,-999,5
NH10,44.648,-124.298,11/21/2014,15:17,401.9,2,2.65,410.2,2,2.33,1008.1,14.7,100.3,13.769,32.424,402.9,411.2,393.3,401.3,-8,394.7,402.8,-8.1,-999,5
NH10,44.648,-124.298,11/21/2014,18:17,401.1,2,2.72,409.2,2,2.4,1003.1,14.7,99.54,13.778,32.419,402.2,410.2,390.6,398.4,-7.8,392.1,399.8,-7.8,-999,5
NH10,44.648,-124.298,11/21/2014,21:17,399.5,2,2.95,407.9,2,2.53,999.6,14.8,100.24,13.668,32.357,400.7,408.9,387.8,395.8,-8,389.2,397.2,-8,-999,5
NH10,44.648,-124.298,11/22/2014,0:17,401.3,2,2.95,407.1,2,2.57,998.6,14.7,99.72,13.559,32.391,402.5,408.1,389.2,394.7,-5.5,390.6,396.1,-5.5,-999,5
NH10,44.648,-124.298,11/22/2014,3:17,401.1,2,2.8,405.2,2,2.45,1001.1,14.6,99.76,13.555,32.395,402.2,406.2,389.9,393.8,-3.9,391.3,395.2,-3.9,-999,5
NH10,44.648,-124.298,11/22/2014,6:17,388.9,2,2.75,406,2,2.41,1004.4,14.5,99.73,13.483,32.394,389.9,406.9,379.3,395.8,-16.5,380.7,397.3,-16.6,-999,5
NH10,44.648,-124.298,11/22/2014,9:17,356.9,2,2.65,406.2,2,2.34,1006.5,14.3,99.61,13.506,32.411,357.9,407.1,348.8,396.8,-48,350.1,398.3,-48.2,-999,5
NH10,44.648,-124.298,11/22/2014,12:17,358.6,2,2.7,406.5,2,2.38,1008,14.2,99.82,13.401,32.387,359.6,407.4,351.1,397.8,-46.7,352.4,399.3,-46.9,-999,5
NH10,44.648,-124.298,11/22/2014,15:17,395.8,2,2.8,406.7,2,2.5,1010,14.1,99.84,13.311,32.368,396.9,407.7,388.3,398.9,-10.6,389.7,400.4,-10.7,-999,5
NH10,44.648,-124.298,11/22/2014,18:17,394.7,2,2.8,406.2,2,2.48,1013.3,14,99.84,13.527,32.421,395.8,407.2,388.5,399.7,-11.2,389.9,401.2,-11.2,-999,5
NH10,44.648,-124.298,11/22/2014,21:17,391.6,2,2.84,406.6,2,2.51,1016.9,14.4,99.88,13.527,32.447,392.7,407.6,386.8,401.5,-14.6,388.3,402.9,-14.7,-999,5
NH10,44.648,-124.298,11/23/2014,0:17,395.6,2,2.59,406,2,2.34,1020.1,14.3,99.85,13.592,32.455,396.6,406.9,391.9,402,-10.2,393.3,403.5,-10.2,-999,5
NH10,44.648,-124.298,11/23/2014,3:17,389.5,2,2.76,406.8,2,2.49,1022.3,14.1,99.45,13.527,32.445,390.6,407.8,386.7,403.8,-17.1,388.2,405.3,-17.1,-999,5
