expocode: 316420170502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vessel name: LAPUSH_125W_48N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIs:  Sutton, A.; Newton, J.; Mickett, J.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vessel type: Mooring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mooring Name,Latitude,Longitude,Date,Time,xCO2 SW (wet) (umol/mol),CO2 SW QF,H2O SW (mmol/mol),xCO2 Air (wet) (umol/mol),CO2 Air QF,H2O Air (mmol/mol),Licor Atm Pressure (hPa),Licor Temp (C),MAPCO2 %O2,SST (C),Salinity,xCO2 SW (dry) (umol/mol),xCO2 Air (dry) (umol/mol),fCO2 SW (sat) uatm,fCO2 Air (sat) uatm,dfCO2,pCO2 SW (sat) uatm,pCO2 Air (sat) uatm,dpCO2,pH_SW (total scale),QF_pH,CHL,CHL QF,NTU,NTU QF,DOXY,DOXY QF
LAPUSH_125W_48N,47.964,-124.953,06/12/2017,00:17,310.9,2,3.2,409.7,2,2.8,1017.1,15.3,104.48,14.269,31.105,311.9,410.8,307.1,404.4,-97.4,308.2,405.9,-97.7,8.173,2,-999,5,4.135,3,284.1,2
LAPUSH_125W_48N,47.964,-124.953,06/12/2017,03:17,313.1,2,3.2,410.9,2,2.91,1016.6,15.5,104.1,14.18,31.147,314.1,412.1,309.1,405.5,-96.4,310.2,407,-96.8,8.173,2,-999,5,4.178,3,285.1,2
LAPUSH_125W_48N,47.964,-124.953,06/12/2017,06:17,318.5,2,3,407.1,2,2.79,1016.6,15.1,103.74,14.263,31.17,319.5,408.3,314.4,401.7,-87.3,315.5,403.2,-87.7,8.165,2,0.575,2,4.223,3,282.8,2
LAPUSH_125W_48N,47.964,-124.953,06/12/2017,09:17,317.3,2,2.9,407.9,2,2.7,1015.7,14.7,103.42,13.972,31.183,318.2,409,312.9,402.2,-89.2,314.1,403.7,-89.6,8.165,2,0.633,2,4.225,3,283.3,2
LAPUSH_125W_48N,47.964,-124.953,06/12/2017,12:17,284.5,2,2.9,407.3,2,2.69,1016.3,14.4,103.93,13.62,31.262,285.3,408.4,280.8,402,-121.2,281.8,403.5,-121.7,8.19,2,-999,5,4.201,3,299.5,2
LAPUSH_125W_48N,47.964,-124.953,06/12/2017,15:17,222.4,2,2.8,408,2,2.61,1016.5,14,105.95,13.076,31.295,223,409,219.7,402.9,-183.2,220.5,404.4,-183.9,8.279,2,-999,5,4.208,3,347.2,2
LAPUSH_125W_48N,47.964,-124.953,06/12/2017,18:17,235.7,2,2.9,407.7,2,2.62,1017.2,13.8,106.74,13.222,31.28,236.4,408.7,233,402.8,-169.9,233.8,404.3,-170.5,8.279,2,-999,5,4.188,3,330.8,2
LAPUSH_125W_48N,47.964,-124.953,06/12/2017,21:17,242.1,2,2.9,407.3,2,2.63,1017.9,13.9,107.28,13.447,31.22,242.8,408.4,239.4,402.7,-163.2,240.3,404.2,-163.8,8.255,2,-999,5,4.259,3,329.2,2
LAPUSH_125W_48N,47.964,-124.953,06/13/2017,00:17,237.5,2,2.7,407.2,2,2.62,1018.9,14,107.82,13.293,31.241,238.2,408.2,235.1,403,-167.9,236,404.5,-168.5,8.267,2,-999,5,4.265,3,332.5,2
LAPUSH_125W_48N,47.964,-124.953,06/13/2017,03:17,242.1,2,2.8,407.6,2,2.48,1019,13.9,107.94,13.257,31.207,242.8,408.6,239.7,403.4,-163.7,240.6,404.9,-164.3,8.261,2,-999,5,4.209,3,325.1,2
LAPUSH_125W_48N,47.964,-124.953,06/13/2017,06:17,243.4,2,2.7,407.6,2,2.55,1019.7,13.7,107.95,13.265,31.213,244.1,408.6,241.1,403.7,-162.5,242,405.2,-163.2,8.256,2,1.129,2,4.251,3,322,2
LAPUSH_125W_48N,47.964,-124.953,06/13/2017,09:17,249.2,2,2.6,407.6,2,2.46,1019.2,13.6,107.78,13.218,31.213,249.8,408.6,246.7,403.5,-156.9,247.6,405,-157.4,8.24,2,1.096,2,4.314,3,319.8,2
LAPUSH_125W_48N,47.964,-124.953,06/13/2017,12:17,241.5,2,2.6,407.8,2,2.39,1019.4,13.4,107.8,13.434,31.268,242.1,408.8,239.1,403.6,-164.6,239.9,405.1,-165.2,8.259,2,-999,5,4.249,3,323,2
LAPUSH_125W_48N,47.964,-124.953,06/13/2017,15:17,247.7,2,2.8,407.5,2,2.58,1020.3,13.4,107.76,13.468,31.258,248.4,408.5,245.4,403.8,-158.3,246.4,405.3,-158.9,8.255,2,-999,5,4.239,3,319.3,2
LAPUSH_125W_48N,47.964,-124.953,06/13/2017,18:17,307.5,2,3,407.5,2,2.61,1020.2,13.7,106.37,13.779,31.196,308.4,408.6,304.7,403.6,-99,305.8,405.1,-99.3,8.167,2,-999,5,4.255,3,284.5,2
LAPUSH_125W_48N,47.964,-124.953,06/13/2017,21:17,283,2,3.2,407.5,2,2.57,1020.1,14.3,105.69,13.917,31.147,283.9,408.6,280.4,403.5,-123.2,281.4,405,-123.6,8.196,2,-999,5,4.267,3,289.3,2
LAPUSH_125W_48N,47.964,-124.953,06/14/2017,00:17,198.4,2,3.1,407.2,2,2.62,1019.7,14.8,107.71,13.725,31.118,199,408.3,196.5,403.2,-206.7,197.3,404.7,-207.4,8.338,2,-999,5,4.314,3,354.1,2
LAPUSH_125W_48N,47.964,-124.953,06/14/2017,03:17,169.7,2,2.9,407.3,2,2.43,1019.7,14.7,111.93,13.173,31.127,170.1,408.3,168.1,403.4,-235.3,168.7,404.9,-236.2,-999,4,-999,5,4.716,3,-999,4
LAPUSH_125W_48N,47.964,-124.953,06/14/2017,06:17,184.5,2,2.8,407.4,2,2.47,1018.9,14.3,112.85,13.419,31.139,185,408.4,182.6,403.1,-220.5,183.3,404.6,-221.4,8.374,2,1.618,2,4.393,3,-999,4
LAPUSH_125W_48N,47.964,-124.953,06/14/2017,09:17,178.3,2,2.6,407.8,2,2.3,1017.9,13.9,114.77,12.987,31.133,178.7,408.7,176.3,403.1,-226.8,177,404.7,-227.7,8.374,2,-999,4,4.621,3,-999,4
LAPUSH_125W_48N,47.964,-124.953,06/14/2017,12:17,283.7,2,2.8,407.7,2,2.52,1017.6,13.6,113.71,12.462,31.076,284.5,408.8,280.6,403.3,-122.6,281.7,404.8,-123.1,8.179,2,-999,5,4.574,3,350.4,2
LAPUSH_125W_48N,47.964,-124.953,06/14/2017,15:17,301,2,2.7,407.5,2,2.55,1017.7,13.6,112.71,12.107,31.117,301.8,408.5,297.9,403.2,-105.4,299,404.8,-105.8,8.17,2,-999,5,4.552,3,343.4,2
LAPUSH_125W_48N,47.964,-124.953,06/14/2017,18:17,211.8,2,2.8,407.3,2,2.6,1017.9,13.3,113.87,12.217,31.24,212.4,408.4,209.6,403.1,-193.5,210.4,404.6,-194.2,8.255,2,-999,5,4.726,3,-999,4
LAPUSH_125W_48N,47.964,-124.953,06/14/2017,21:17,257.7,2,2.8,407.3,2,2.62,1018.1,13.3,113.66,12.341,31.098,258.5,408.4,255.2,403.1,-148,256.1,404.7,-148.5,8.217,2,-999,5,4.685,3,365,2
LAPUSH_125W_48N,47.964,-124.953,06/15/2017,00:17,185.6,2,2.8,407,2,2.6,1017.3,13.5,115.42,12.319,31.183,186.1,408.1,183.6,402.5,-219,184.3,404,-219.8,8.337,2,-999,5,4.759,3,-999,4
LAPUSH_125W_48N,47.964,-124.953,06/15/2017,03:17,324.1,2,2.7,407.2,2,2.52,1016.1,13.5,112.54,11.009,31.316,325,408.2,320.5,402.6,-82.1,321.7,404.1,-82.4,8.106,2,-999,5,4.595,3,312.6,2
LAPUSH_125W_48N,47.964,-124.953,06/15/2017,06:17,252.4,2,2.7,406.9,2,2.6,1014.8,12.9,111.91,11.558,31.246,253.1,407.9,249.2,401.7,-152.5,250.2,403.2,-153,8.188,2,-999,4,4.756,3,343.8,2
LAPUSH_125W_48N,47.964,-124.953,06/15/2017,09:17,234.4,2,2.7,409.9,2,2.58,1011.7,12.9,111.88,11.805,31.232,235,410.9,230.6,403.3,-172.7,231.5,404.8,-173.3,8.247,2,-999,4,4.842,3,362.5,2
LAPUSH_125W_48N,47.964,-124.953,06/15/2017,12:17,306.7,2,2.6,407.8,2,2.53,1008.9,12.8,110.06,11.319,31.247,307.5,408.9,301,400.3,-99.3,302.2,401.8,-99.6,8.17,2,-999,5,4.807,3,320.4,2
LAPUSH_125W_48N,47.964,-124.953,06/15/2017,15:17,416.4,2,2.6,410.9,2,2.61,1005.6,12.5,106.16,10.687,31.305,417.5,411.9,407.6,402.2,5.4,409.1,403.7,5.4,8.003,2,-999,5,4.748,3,268.8,2
LAPUSH_125W_48N,47.964,-124.953,06/15/2017,18:17,407.4,2,2.6,414.6,2,2.6,1004.6,12.3,101.75,10.669,31.416,408.5,415.7,398.4,405.5,-7,399.9,407,-7,8.019,2,-999,5,4.825,3,265.4,2
LAPUSH_125W_48N,47.964,-124.953,06/15/2017,21:17,383,2,2.7,407.5,2,2.7,1005.5,12.3,99.78,11.178,31.407,384,408.6,374.7,398.7,-24,376.1,400.2,-24.1,8.051,2,-999,5,4.785,3,268.3,2
LAPUSH_125W_48N,47.964,-124.953,06/16/2017,00:17,300.7,2,2.8,407,2,2.8,1007.5,13.1,101.29,11.872,31.371,301.5,408.1,294.6,398.8,-104.2,295.8,400.3,-104.6,8.165,2,-999,5,4.829,3,306.1,2
LAPUSH_125W_48N,47.964,-124.953,06/16/2017,03:17,286.7,2,2.7,406.9,2,2.69,1009.5,13.3,102.61,11.636,31.336,287.5,408,281.6,399.6,-118,282.6,401.1,-118.4,8.161,2,-999,5,4.791,3,316.9,2
LAPUSH_125W_48N,47.964,-124.953,06/16/2017,06:17,386.6,2,2.6,407.3,2,2.53,1012.3,13,101.25,10.923,31.536,387.6,408.4,380.9,401.3,-20.4,382.3,402.8,-20.5,8.071,2,2.345,2,4.759,3,271.2,2
LAPUSH_125W_48N,47.964,-124.953,06/16/2017,09:17,407,2,2.5,407.3,2,2.51,1013.9,12.4,100.11,10.795,31.432,408.1,408.4,401.7,402,-0.3,403.2,403.5,-0.3,8.03,2,-999,4,4.751,3,267.6,2
LAPUSH_125W_48N,47.964,-124.953,06/16/2017,12:17,397.3,2,2.4,407.6,2,2.4,1015.1,12.1,99.37,10.764,31.425,398.3,408.6,392.5,402.7,-10.2,394,404.2,-10.2,8.033,2,-999,5,4.901,3,263.5,2
LAPUSH_125W_48N,47.964,-124.953,06/16/2017,15:17,303.9,2,2.5,407.3,2,2.52,1016.5,12.1,100.35,11.41,31.349,304.7,408.4,300.5,402.8,-102.3,301.7,404.3,-102.7,8.148,2,-999,5,4.735,3,295.6,2
LAPUSH_125W_48N,47.964,-124.953,06/16/2017,18:17,293,2,2.5,407.5,2,2.53,1018.3,12.5,100.94,12.792,31.325,293.8,408.5,290,403.2,-113.2,291.1,404.7,-113.7,8.172,2,-999,5,4.689,3,287.4,2
LAPUSH_125W_48N,47.964,-124.953,06/16/2017,21:17,310.3,2,2.9,407.5,2,2.87,1019.9,13.1,100.91,12.994,31.079,311.2,408.7,307.5,404,-96.4,308.7,405.5,-96.8,8.159,2,-999,5,4.571,3,274.5,2
LAPUSH_125W_48N,47.964,-124.953,06/17/2017,00:17,312.9,2,3.1,407.5,2,2.95,1019.8,14,101.02,13.454,31.11,313.9,408.7,310.1,403.7,-93.6,311.2,405.2,-94,8.162,2,-999,5,4.637,3,275.7,2
LAPUSH_125W_48N,47.964,-124.953,06/17/2017,03:17,299.7,2,2.8,407.9,2,2.55,1020,14.7,101.47,13.796,31.131,300.5,408.9,296.8,403.9,-107.1,297.9,405.4,-107.5,8.187,2,-999,5,4.675,3,283.7,2
LAPUSH_125W_48N,47.964,-124.953,06/17/2017,06:17,282.4,2,2.7,408.3,2,2.46,1021.1,14.4,101.89,13.749,30.674,283.2,409.3,280,404.7,-124.7,281,406.2,-125.2,8.185,2,1.03,2,4.908,3,287.8,2
LAPUSH_125W_48N,47.964,-124.953,06/17/2017,09:17,285.2,2,2.8,408.2,2,2.5,1021,13.9,102.12,13.067,31.066,286,409.2,282.9,404.8,-121.9,284,406.4,-122.4,8.182,2,1.051,2,4.632,3,288.5,2
LAPUSH_125W_48N,47.964,-124.953,06/17/2017,12:17,279,2,2.7,408.3,2,2.43,1020.6,13.6,102.16,13.269,30.978,279.8,409.3,276.6,404.7,-128.1,277.7,406.2,-128.5,8.192,2,-999,5,4.809,3,285.7,2
LAPUSH_125W_48N,47.964,-124.953,06/17/2017,15:17,275.4,2,2.9,425.4,2,2.72,1021.5,13.6,102.44,13.385,30.862,276.2,426.6,273.3,422.1,-148.8,274.3,423.7,-149.4,8.21,2,-999,5,4.793,3,288.8,2
LAPUSH_125W_48N,47.964,-124.953,06/17/2017,18:17,265,2,3,413.8,2,2.71,1021.2,14,102.64,13.801,30.005,265.8,414.9,262.8,410.3,-147.5,263.8,411.8,-148,8.212,2,-999,5,4.667,3,289,2
LAPUSH_125W_48N,47.964,-124.953,06/17/2017,21:17,265.6,2,2.9,408,2,2.62,1021.1,14.2,103.15,13.683,30.54,266.4,409,263.4,404.5,-141.1,264.4,406,-141.6,8.231,2,-999,5,4.7,3,298.3,2
LAPUSH_125W_48N,47.964,-124.953,06/18/2017,00:17,266.1,2,3,408,2,2.67,1020.4,14.2,103.65,13.423,31.026,266.8,409.1,263.8,404.4,-140.6,264.8,405.9,-141.1,8.217,2,-999,5,4.78,3,305.5,2
LAPUSH_125W_48N,47.964,-124.953,06/18/2017,03:17,246.4,2,2.9,407.4,2,2.62,1019.1,14.3,104.81,13.183,30.674,247.1,408.5,244,403.4,-159.4,244.9,404.9,-160,8.242,2,-999,5,5.034,3,327,2
LAPUSH_125W_48N,47.964,-124.953,06/18/2017,06:17,259.9,2,2.9,405.1,2,2.81,1018.7,14.2,104.7,13.611,30.596,260.6,406.2,257.2,400.8,-143.6,258.1,402.3,-144.2,8.229,2,1.07,2,4.742,3,300.2,2
LAPUSH_125W_48N,47.964,-124.953,06/18/2017,09:17,269.9,2,3,410.1,2,2.87,1018.1,14.3,103.88,13.278,30.914,270.7,411.3,267,405.6,-138.6,268,407.1,-139.1,8.211,2,1.051,2,4.692,3,298.3,2
LAPUSH_125W_48N,47.964,-124.953,06/18/2017,12:17,286.3,2,2.9,412.1,2,2.89,1017.9,14.2,103.37,13.019,31.234,287.1,413.3,283.2,407.7,-124.5,284.2,409.2,-125,8.197,2,-999,5,4.703,3,296.9,2
LAPUSH_125W_48N,47.964,-124.953,06/18/2017,15:17,288.7,2,2.9,416.4,2,2.91,1018.7,14.1,103.41,12.709,30.948,289.5,417.6,285.9,412.4,-126.5,287,413.9,-127,8.18,2,-999,5,4.924,3,290.7,2
LAPUSH_125W_48N,47.964,-124.953,06/18/2017,18:17,295.6,2,3,405.9,2,2.99,1019.9,14.1,102.94,12.932,30.901,296.5,407.1,293,402.4,-109.3,294.1,403.9,-109.7,8.179,2,-999,5,4.736,3,284.2,2
LAPUSH_125W_48N,47.964,-124.953,06/18/2017,21:17,280.3,2,3.1,405.7,2,3.12,1020.7,14.4,102.99,13.266,30.921,281.2,406.9,278,402.4,-124.4,279.1,403.9,-124.8,8.212,2,-999,5,4.852,3,289.7,2
LAPUSH_125W_48N,47.964,-124.953,06/19/2017,00:17,281,2,3.3,405.5,2,3.24,1020.5,14.8,103.24,13.603,31.063,281.9,406.9,278.6,402.1,-123.5,279.7,403.6,-124,8.208,2,-999,5,4.746,3,292.1,2
LAPUSH_125W_48N,47.964,-124.953,06/19/2017,03:17,278.2,2,3.1,405.6,2,3.07,1019.7,15.1,103.56,13.562,31.158,279.1,406.9,275.7,401.9,-126.2,276.7,403.4,-126.7,8.202,2,-999,5,4.685,3,297.8,2
LAPUSH_125W_48N,47.964,-124.953,06/19/2017,06:17,267.1,2,3.1,405.4,2,3.03,1019.5,15,103.71,13.647,30.665,267.9,406.6,264.5,401.5,-137,265.5,403,-137.5,8.219,2,1.161,2,4.959,3,295.3,2
LAPUSH_125W_48N,47.964,-124.953,06/19/2017,09:17,264.9,2,3.1,405.8,2,3.09,1018,14.9,103.77,13.765,30.302,265.7,407,262,401.3,-139.3,262.9,402.7,-139.8,8.226,2,1.205,2,4.85,3,292.5,2
LAPUSH_125W_48N,47.964,-124.953,06/19/2017,12:17,267.7,2,3.1,408.3,2,3.06,1016.8,15,103.65,13.689,30.395,268.5,409.6,264.4,403.3,-138.9,265.3,404.8,-139.5,8.22,2,-999,5,4.669,3,289.2,2
LAPUSH_125W_48N,47.964,-124.953,06/19/2017,15:17,264.9,2,3.2,415.4,2,3.17,1016.9,14.9,103.59,13.819,30.11,265.8,416.7,261.7,410.3,-148.6,262.7,411.8,-149.2,8.229,2,-999,5,4.634,3,288.3,2
LAPUSH_125W_48N,47.964,-124.953,06/19/2017,18:17,275.6,2,3.5,412.7,2,3.44,1016.4,15.1,103.73,13.848,30.158,276.6,414.1,272.2,407.5,-135.3,273.2,409,-135.8,8.223,2,-999,5,4.762,3,293.5,2
LAPUSH_125W_48N,47.964,-124.953,06/19/2017,21:17,280.6,2,3.5,411.6,2,3.39,1016.8,15.6,103.95,14.004,30.128,281.6,413,277.2,406.5,-129.3,278.2,408,-129.8,8.205,2,-999,5,4.823,3,296.7,2
LAPUSH_125W_48N,47.964,-124.953,06/20/2017,00:17,272.2,2,3.4,413.8,2,3.28,1016.3,16,104.45,14.138,30.321,273.2,415.2,268.7,408.4,-139.7,269.7,409.9,-140.2,8.221,2,-999,5,4.778,3,302.6,2
LAPUSH_125W_48N,47.964,-124.953,06/20/2017,03:17,263.8,2,3.4,412.4,2,3.27,1015.9,15.8,103.98,15.127,27.972,264.6,413.7,260,406.4,-146.4,260.9,407.9,-147,8.235,2,-999,5,4.559,3,291.4,2
LAPUSH_125W_48N,47.964,-124.953,06/20/2017,06:17,262.6,2,3.3,406.1,2,3.25,1016.9,16,103.65,15.496,24.725,263.4,407.4,258.9,400.4,-141.5,259.8,401.9,-142,8.226,2,0.998,2,4.69,3,284.9,2
LAPUSH_125W_48N,47.964,-124.953,06/20/2017,09:17,243.7,2,3.3,406.1,2,3.27,1017.6,16,103.49,15.56,22.008,244.5,407.4,240.5,400.7,-160.2,241.4,402.2,-160.8,8.233,2,0.875,2,4.798,3,292.4,2
LAPUSH_125W_48N,47.964,-124.953,06/20/2017,12:17,239.9,2,3.4,406,2,3.31,1017.8,16,103.43,15.413,22.039,240.7,407.3,236.8,400.8,-163.9,237.7,402.2,-164.5,8.23,2,-999,5,4.721,3,296.2,2
LAPUSH_125W_48N,47.964,-124.953,06/20/2017,15:17,239.1,2,3.2,404.7,2,3.16,1020.2,16,103.31,15.286,22.055,239.9,406,236.6,400.5,-163.9,237.5,401.9,-164.5,8.229,2,-999,5,4.727,3,294.7,2
LAPUSH_125W_48N,47.964,-124.953,06/20/2017,18:17,247.1,2,3.2,405.4,2,3.09,1021.9,15.7,103.11,15.084,23.012,247.9,406.6,245,401.9,-156.9,245.8,403.3,-157.5,8.232,2,-999,5,4.669,3,293.4,2
LAPUSH_125W_48N,47.964,-124.953,06/20/2017,21:17,244,2,3.4,405.8,2,3.06,1023.9,15.5,102.95,15.148,23.273,244.8,407,242.4,403,-160.6,243.3,404.5,-161.2,8.227,2,-999,5,4.656,3,295.4,2
LAPUSH_125W_48N,47.964,-124.953,06/21/2017,00:17,234.8,2,3.4,405.8,2,3.04,1024.4,15.6,103.28,15.304,23.803,235.6,407,233.3,403.1,-169.8,234.2,404.6,-170.5,8.257,2,-999,5,4.667,3,301.8,2
LAPUSH_125W_48N,47.964,-124.953,06/21/2017,03:17,231.7,2,3.2,405.7,2,3.02,1024.9,15.7,103.45,15.33,23.775,232.4,407,230.3,403.3,-173,231.1,404.8,-173.6,8.262,2,-999,5,4.646,3,302.9,2
LAPUSH_125W_48N,47.964,-124.953,06/21/2017,06:17,235.5,2,3.1,405.9,2,2.86,1025.2,15.5,102.61,15.152,23.885,236.2,407.1,234.1,403.6,-169.4,235,405,-170,8.252,2,1.804,2,4.59,3,297.7,2
LAPUSH_125W_48N,47.964,-124.953,06/21/2017,09:17,260.6,2,3,405.9,2,2.8,1025.3,15.5,101.52,14.735,26.499,261.3,407,259.2,403.8,-144.5,260.2,405.2,-145.1,8.222,2,0.862,2,4.415,3,283.1,2
LAPUSH_125W_48N,47.964,-124.953,06/21/2017,12:17,337.3,2,2.9,405.9,2,2.78,1026.1,14.8,100.68,13.767,31.612,338.3,407,336.2,404.5,-68.3,337.4,406,-68.5,8.137,2,-999,5,4.586,3,271.1,2
LAPUSH_125W_48N,47.964,-124.953,06/21/2017,15:17,343,2,3.2,405.9,2,2.92,1026.9,14.4,100.52,13.409,31.782,344.1,407.1,342.3,405,-62.7,343.6,406.5,-62.9,8.123,2,-999,5,4.508,3,272.6,2
LAPUSH_125W_48N,47.964,-124.953,06/21/2017,18:17,272.3,2,3.2,406.3,2,2.85,1027.5,14.6,100.71,14.627,27.047,273.2,407.5,271.6,405.1,-133.5,272.6,406.6,-134,8.219,2,-999,5,4.63,3,277.8,2
LAPUSH_125W_48N,47.964,-124.953,06/21/2017,21:17,272,2,3.1,406.4,2,2.82,1027.6,15.1,100.98,15.041,27.166,272.9,407.6,271.2,405.1,-133.9,272.2,406.6,-134.4,8.211,2,-999,5,4.613,3,279.7,2
LAPUSH_125W_48N,47.964,-124.953,06/22/2017,00:17,282.3,2,3.2,406.6,2,2.96,1027.2,15.5,100.99,15.152,27.63,283.2,407.8,281.3,405.1,-123.8,282.4,406.6,-124.2,8.212,2,-999,5,4.492,3,279.8,2
LAPUSH_125W_48N,47.964,-124.953,06/22/2017,03:17,306.7,2,3.1,406.2,2,2.95,1026.3,15.3,101,13.75,31.122,307.7,407.4,305.8,404.9,-99.1,306.9,406.4,-99.5,8.165,2,-999,5,4.444,3,284.1,2
LAPUSH_125W_48N,47.964,-124.953,06/22/2017,06:17,278.3,2,3.1,406.1,2,2.84,1025.8,14.7,101.33,15.072,27.744,279.2,407.3,277,404.1,-127.1,278,405.6,-127.5,8.202,2,0.787,2,4.457,3,275.7,2
LAPUSH_125W_48N,47.964,-124.953,06/22/2017,09:17,273.4,2,3.1,405.4,2,2.89,1025.9,15.1,101.26,15.001,27.168,274.3,406.6,272.2,403.5,-131.3,273.2,404.9,-131.8,8.216,2,0.823,2,4.645,3,276.1,2
LAPUSH_125W_48N,47.964,-124.953,06/22/2017,12:17,274,2,3.1,405,2,2.91,1025.5,15.1,101.21,14.88,27.345,274.8,406.1,272.6,402.9,-130.3,273.6,404.4,-130.8,8.209,2,-999,5,4.749,3,274.6,2
LAPUSH_125W_48N,47.964,-124.953,06/22/2017,15:17,292,2,3.3,406.5,2,3.1,1026.1,15.1,101.21,14.325,28.988,293,407.8,291,405,-114,292,406.5,-114.5,8.193,2,-999,5,4.661,3,276.3,2
LAPUSH_125W_48N,47.964,-124.953,06/22/2017,18:17,299.5,2,3.3,405.6,2,3.12,1026.1,15.3,101.27,14.547,29.495,300.5,406.9,298.3,404,-105.7,299.4,405.5,-106,8.18,2,-999,5,4.363,3,275.9,2
LAPUSH_125W_48N,47.964,-124.953,06/22/2017,21:17,301.6,2,3.2,408.2,2,3.07,1025.7,15.5,101.59,15.103,29.862,302.6,409.5,300.2,406.2,-106,301.3,407.7,-106.4,8.234,2,-999,5,4.573,3,279.3,2
LAPUSH_125W_48N,47.964,-124.953,06/23/2017,00:17,281.8,2,3.3,409.1,2,3.18,1025,15.6,102.49,14.462,30.434,282.7,410.4,280.5,407.1,-126.6,281.5,408.6,-127.1,8.206,2,-999,5,4.47,3,301.1,2
LAPUSH_125W_48N,47.964,-124.953,06/23/2017,03:17,279.9,2,3.2,405.7,2,3.08,1024.6,15.3,103.33,14.155,30.794,280.8,407,278.5,403.7,-125.1,279.6,405.2,-125.6,8.205,2,-999,5,4.765,3,305.8,2
LAPUSH_125W_48N,47.964,-124.953,06/23/2017,06:17,282.2,2,3.1,404.6,2,2.94,1024.1,15.1,103.52,14.211,30.804,283.1,405.7,280.6,402.2,-121.6,281.7,403.7,-122.1,8.194,2,1.366,2,4.543,3,298.7,2
LAPUSH_125W_48N,47.964,-124.953,06/23/2017,09:17,287.5,2,3.1,404.5,2,2.93,1023.3,15,103.63,13.907,30.941,288.4,405.7,285.8,402,-116.2,286.8,403.5,-116.6,8.2,2,1.13,2,5.005,3,295.6,2
LAPUSH_125W_48N,47.964,-124.953,06/23/2017,12:17,278.7,2,3.1,404.2,2,2.95,1023.1,14.7,104.04,13.849,30.804,279.5,405.4,276.9,401.6,-124.7,277.9,403.1,-125.1,8.205,2,-999,5,4.52,3,299.6,2
LAPUSH_125W_48N,47.964,-124.953,06/23/2017,15:17,278.7,2,3.4,408.3,2,3.26,1023.3,14.7,104.46,13.638,30.932,279.6,409.6,277.1,406,-128.9,278.1,407.5,-129.3,8.213,2,-999,5,4.547,3,306.4,2
LAPUSH_125W_48N,47.964,-124.953,06/23/2017,18:17,275.9,2,3.4,415.1,2,3.19,1022.6,15.1,105.02,14.217,31.109,276.8,416.4,274,412.2,-138.2,275,413.7,-138.7,8.212,2,-999,5,4.442,3,308.5,2
LAPUSH_125W_48N,47.964,-124.953,06/23/2017,21:17,301,2,3.2,421.4,2,3.09,1022.2,15.1,105,13.045,31.586,302,422.7,299.2,418.7,-119.6,300.3,420.3,-120,8.212,2,-999,5,4.732,3,318.9,2
LAPUSH_125W_48N,47.964,-124.953,06/24/2017,00:17,252.4,2,3.3,411.8,2,3.15,1021.5,14.8,106.27,13.607,31.439,253.2,413.1,250.5,408.7,-158.1,251.5,410.2,-158.7,8.24,2,-999,5,4.587,3,337.1,2
LAPUSH_125W_48N,47.964,-124.953,06/24/2017,03:17,250.5,2,3.4,412.5,2,3.21,1020.9,14.7,107.31,13.211,31.336,251.4,413.9,248.6,409.4,-160.7,249.6,410.9,-161.3,8.299,2,-999,5,4.882,3,340.9,2
LAPUSH_125W_48N,47.964,-124.953,06/24/2017,06:17,234.1,2,3,411.1,2,2.87,1020.2,14.6,108.37,13.438,31.245,234.8,412.2,232,407.4,-175.4,232.9,408.9,-176,8.283,2,-999,4,4.701,3,347.6,2
LAPUSH_125W_48N,47.964,-124.953,06/24/2017,09:17,268.1,2,3.1,404.2,2,2.94,1019.4,14.5,107.97,13.125,31.114,268.9,405.4,265.7,400.4,-134.8,266.6,401.9,-135.3,8.213,2,2.355,2,4.422,3,312.3,2
LAPUSH_125W_48N,47.964,-124.953,06/24/2017,12:17,252.5,2,3.2,423,2,3.02,1019,14.5,108.09,14.097,30.945,253.3,424.2,249.9,418.5,-168.6,250.8,420,-169.2,8.257,2,-999,5,4.929,3,322.9,2
LAPUSH_125W_48N,47.964,-124.953,06/24/2017,15:17,250.9,2,3.5,423.2,2,3.44,1019.7,15,108.39,14.332,30.839,251.7,424.6,248.4,419.1,-170.6,249.3,420.6,-171.3,8.257,2,-999,5,4.84,3,322.9,2
LAPUSH_125W_48N,47.964,-124.953,06/24/2017,18:17,275.3,2,3.3,418.5,2,3.2,1019.1,16,108.53,15.42,30.727,276.2,419.8,272.1,413.6,-141.6,273.1,415.1,-142.1,8.264,2,-999,5,4.49,3,315.3,2
LAPUSH_125W_48N,47.964,-124.953,06/24/2017,21:17,310.4,2,2.7,411.4,2,2.63,1017.6,17.3,108.15,17.204,30.384,311.2,412.5,305.5,405,-99.5,306.6,406.5,-99.8,-999,4,-999,5,4.216,3,295.9,2
LAPUSH_125W_48N,47.964,-124.953,06/25/2017,00:17,278.7,2,2.7,411.2,2,2.54,1016.4,18.3,107.98,16.046,30.562,279.4,412.3,274.4,404.8,-130.4,275.4,406.3,-130.9,8.259,2,-999,5,4.579,3,309.1,2
