expocode: 316420170502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vessel name: LAPUSH_125W_48N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIs:  Sutton, A.; Newton, J.; Mickett, J.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vessel type: Mooring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mooring Name,Latitude,Longitude,Date,Time,xCO2 SW (wet) (umol/mol),CO2 SW QF,H2O SW (mmol/mol),xCO2 Air (wet) (umol/mol),CO2 Air QF,H2O Air (mmol/mol),Licor Atm Pressure (hPa),Licor Temp (C),MAPCO2 %O2,SST (C),Salinity,xCO2 SW (dry) (umol/mol),xCO2 Air (dry) (umol/mol),fCO2 SW (sat) uatm,fCO2 Air (sat) uatm,dfCO2,pCO2 SW (sat) uatm,pCO2 Air (sat) uatm,dpCO2,pH_SW (total scale),QF_pH,CHL,CHL QF,NTU,NTU QF,DOXY,DOXY QF
LAPUSH_125W_48N,47.964,-124.953,05/02/2017,15:17,250.2,2,1.9,414.3,2,2.01,1020.2,11.4,100.53,10.901,29.56,250.7,415.1,248.3,411.1,-162.9,249.2,412.7,-163.5,8.193,2,-999,5,2.585,3,302,2
LAPUSH_125W_48N,47.964,-124.953,05/02/2017,15:47,244.8,2,1.3,415,2,1.37,1020.2,12,101.15,10.914,29.253,245.1,415.5,242.8,411.6,-168.8,243.7,413.1,-169.4,-999,5,-999,5,2.578,3,303.8,2
LAPUSH_125W_48N,47.964,-124.953,05/02/2017,16:17,246.8,2,1.2,415,2,1.31,1020.5,12.4,101.72,10.919,29.261,247.1,415.5,244.8,411.6,-166.8,245.7,413.2,-167.5,-999,5,-999,5,2.531,3,304.6,2
LAPUSH_125W_48N,47.964,-124.953,05/02/2017,16:47,246,2,1.3,414.3,2,1.35,1020.2,12.6,102.12,10.92,29.338,246.3,414.9,244,410.9,-166.9,244.9,412.5,-167.6,-999,5,-999,5,2.56,3,305.4,2
LAPUSH_125W_48N,47.964,-124.953,05/02/2017,17:17,246.4,2,1.3,413.3,2,1.34,1020.2,12.8,102.37,10.942,29.435,246.8,413.8,244.4,409.8,-165.4,245.3,411.4,-166.1,-999,5,-999,5,2.506,3,305.2,2
LAPUSH_125W_48N,47.964,-124.953,05/02/2017,17:47,242.6,2,1.4,409.9,2,1.39,1020.4,12.9,102.55,10.934,29.095,243,410.4,240.7,406.6,-165.9,241.6,408.1,-166.5,-999,5,-999,5,2.49,3,304.4,2
LAPUSH_125W_48N,47.964,-124.953,05/02/2017,18:17,239.4,2,1.4,410.4,2,1.39,1020.5,13.1,102.68,10.992,28.985,239.7,411,237.4,407.1,-169.7,238.3,408.7,-170.4,8.209,2,-999,5,2.486,3,304.9,2
LAPUSH_125W_48N,47.964,-124.953,05/02/2017,18:47,240.3,2,1.4,411.3,2,1.41,1020.5,13.2,102.72,11.027,29.007,240.6,411.9,238.4,408,-169.6,239.3,409.6,-170.3,-999,5,-999,5,2.491,3,305.7,2
LAPUSH_125W_48N,47.964,-124.953,05/02/2017,21:17,266.1,2,2,408.4,2,2.04,1021,12.3,102.54,10.971,30.048,266.6,409.3,264.3,405.7,-141.4,265.3,407.2,-141.9,8.189,2,-999,5,2.363,3,301.7,2
LAPUSH_125W_48N,47.964,-124.953,05/03/2017,00:17,296.4,2,2,411,2,2.14,1019.9,12.2,102.18,10.967,30.668,297,411.9,294.1,407.8,-113.7,295.2,409.4,-114.2,8.147,2,-999,5,2.138,3,290,2
LAPUSH_125W_48N,47.964,-124.953,05/03/2017,03:17,279.6,2,2,409.6,2,2.14,1018.8,12.2,102.04,10.958,30.563,280.2,410.5,277.1,405.9,-128.8,278.2,407.5,-129.3,8.156,2,-999,5,2.282,3,297.7,2
LAPUSH_125W_48N,47.964,-124.953,05/03/2017,06:17,265,2,2,408.3,2,2.14,1019,12.2,101.62,10.961,29.962,265.5,409.2,262.6,404.7,-142.1,263.6,406.3,-142.7,8.177,2,1.276,2,2.374,3,303.1,2
LAPUSH_125W_48N,47.964,-124.953,05/03/2017,09:17,268.2,2,2,407.6,2,2.14,1019.7,12.1,101.55,10.941,29.912,268.7,408.5,266,404.3,-138.4,267,405.9,-138.9,8.167,2,1.258,2,2.386,3,301.2,2
LAPUSH_125W_48N,47.964,-124.953,05/03/2017,12:17,309.5,2,2,408.4,2,2.12,1020.1,12.1,101.47,10.787,31.071,310.1,409.3,307.1,405.4,-98.2,308.3,406.9,-98.6,8.129,2,-999,5,2.228,3,290.8,2
LAPUSH_125W_48N,47.964,-124.953,05/03/2017,15:17,314.2,2,2,408.5,2,2.12,1020.9,11.9,101.36,10.708,31.46,314.8,409.4,312,405.8,-93.8,313.2,407.4,-94.1,8.114,2,-999,5,2.233,3,290.3,2
LAPUSH_125W_48N,47.964,-124.953,05/03/2017,18:17,308.6,2,2.1,408.1,2,2.21,1021.1,12,101.37,10.819,31.118,309.2,409,306.6,405.4,-98.9,307.8,407,-99.3,8.127,2,-999,5,2.28,3,291,2
LAPUSH_125W_48N,47.964,-124.953,05/03/2017,21:17,272.1,2,2.1,408.2,2,2.29,1020.8,12.3,101.72,11.26,29.957,272.7,409.1,270.1,405.4,-135.2,271.2,406.9,-135.7,8.176,2,-999,5,2.488,3,301.4,2
LAPUSH_125W_48N,47.964,-124.953,05/04/2017,00:17,322.8,2,2.2,408.4,2,2.37,1018.9,12.7,101.79,10.982,31.489,323.5,409.3,319.9,404.9,-84.9,321.2,406.4,-85.3,8.119,2,-999,5,2.363,3,292.2,2
LAPUSH_125W_48N,47.964,-124.953,05/04/2017,03:17,315.6,2,2.1,407.9,2,2.23,1016.7,12.8,101.84,10.97,31.712,316.3,408.8,312.1,403.5,-91.3,313.3,405,-91.7,8.122,2,-999,5,2.425,3,294.4,2
LAPUSH_125W_48N,47.964,-124.953,05/04/2017,06:17,313.6,2,2.1,408.6,2,2.21,1016.2,12.5,101.95,10.815,31.81,314.3,409.5,310.1,404,-93.9,311.2,405.5,-94.3,8.125,2,0.752,2,2.44,3,295.6,2
LAPUSH_125W_48N,47.964,-124.953,05/04/2017,09:17,304.4,2,2,408.6,2,2.18,1015.1,12.2,102.01,11.04,31.124,305,409.5,300.5,403.5,-103,301.7,405,-103.3,8.137,2,0.717,2,2.492,3,293.6,2
LAPUSH_125W_48N,47.964,-124.953,05/04/2017,12:17,269.3,2,2.1,408.1,2,2.18,1014.3,12.1,102.17,11.102,30.247,269.8,409,265.6,402.6,-137,266.7,404.2,-137.5,8.168,2,-999,5,2.65,3,299,2
LAPUSH_125W_48N,47.964,-124.953,05/04/2017,15:17,314.2,2,2.2,408.2,2,2.28,1013.7,12.1,102.19,10.655,31.966,314.8,409.1,309.9,402.6,-92.8,311.1,404.2,-93.1,8.125,2,-999,5,2.524,3,294.5,2
LAPUSH_125W_48N,47.964,-124.953,05/04/2017,18:17,319.4,2,2.3,408.6,2,2.44,1013.1,12.8,102.36,11.195,31.994,320.1,409.6,314.8,402.7,-88,316,404.3,-88.3,8.127,2,-999,5,2.518,3,295.5,2
LAPUSH_125W_48N,47.964,-124.953,05/04/2017,21:17,308.9,2,2.3,408.5,2,2.45,1011.9,13.1,102.5,11.313,31.57,309.6,409.5,304.1,402.2,-98.1,305.2,403.7,-98.5,8.143,2,-999,5,2.576,3,296.4,2
LAPUSH_125W_48N,47.964,-124.953,05/05/2017,00:17,315.2,2,2.2,409.1,2,2.31,1009.9,13.4,102.57,11.567,31.703,315.9,410,309.5,401.7,-92.2,310.6,403.2,-92.6,8.132,2,-999,5,2.588,3,295.1,2
LAPUSH_125W_48N,47.964,-124.953,05/05/2017,03:17,313.3,2,2.2,409,2,2.31,1008.5,13.1,102.7,11.7,31.43,314,409.9,307.2,401,-93.9,308.3,402.5,-94.2,8.141,2,-999,5,2.644,3,294.6,2
LAPUSH_125W_48N,47.964,-124.953,05/05/2017,06:17,298.7,2,2.2,409.4,2,2.27,1008.3,12.9,102.71,11.661,31.028,299.3,410.3,292.8,401.4,-108.6,293.9,402.9,-109,8.155,2,0.695,2,2.69,3,293,2
LAPUSH_125W_48N,47.964,-124.953,05/05/2017,09:17,300.7,2,2.2,409.3,2,2.3,1007.1,12.7,102.73,11.637,30.982,301.3,410.2,294.4,400.8,-106.4,295.5,402.3,-106.8,8.151,2,0.679,2,2.701,3,294.3,2
LAPUSH_125W_48N,47.964,-124.953,05/05/2017,12:17,303,2,2.2,409.1,2,2.27,1006.7,12.5,102.56,11.471,31.26,303.6,410.1,296.6,400.5,-104,297.7,402,-104.3,8.139,2,-999,5,2.705,3,291.3,2
LAPUSH_125W_48N,47.964,-124.953,05/05/2017,15:17,313.6,2,2,410.9,2,2.13,1009.2,12.3,102.46,10.965,31.545,314.2,411.7,307.8,403.3,-95.5,309,404.8,-95.9,8.129,2,-999,5,2.723,3,294.4,2
LAPUSH_125W_48N,47.964,-124.953,05/05/2017,18:17,310.2,2,2,411.8,2,2.1,1012.3,11.9,102.44,10.933,31.459,310.9,412.7,305.5,405.5,-100,306.6,407,-100.4,8.133,2,-999,5,2.769,3,294.5,2
LAPUSH_125W_48N,47.964,-124.953,05/05/2017,21:17,308,2,2.1,412.3,2,2,1015.3,11.7,102.27,10.997,31.464,308.6,413.1,304.2,407.2,-103,305.3,408.7,-103.4,8.132,2,-999,5,2.772,3,295.5,2
LAPUSH_125W_48N,47.964,-124.953,05/06/2017,00:17,287.5,2,2.1,412.5,2,1.92,1017.3,11.7,102.43,11.414,30.803,288.1,413.3,284.4,408,-123.6,285.4,409.6,-124.1,8.162,2,-999,5,2.87,3,299.3,2
LAPUSH_125W_48N,47.964,-124.953,05/06/2017,03:17,288.4,2,2,413,2,1.79,1018,11.9,102.61,11.29,30.956,289,413.8,285.5,408.8,-123.3,286.6,410.3,-123.7,8.158,2,-999,5,2.879,3,300.6,2
LAPUSH_125W_48N,47.964,-124.953,05/06/2017,06:17,305.4,2,1.9,412.1,2,1.76,1018.7,11.4,102.44,10.8,31.521,306,412.8,302.6,408.3,-105.6,303.8,409.8,-106,8.134,2,0.851,2,2.844,3,295.5,2
LAPUSH_125W_48N,47.964,-124.953,05/06/2017,09:17,305.2,2,1.8,412.5,2,1.64,1019.7,11,102.42,10.903,31.764,305.7,413.2,302.7,409,-106.3,303.8,410.6,-106.8,8.13,2,0.704,2,2.84,3,297.6,2
LAPUSH_125W_48N,47.964,-124.953,05/06/2017,12:17,271.7,2,1.9,412.2,2,1.73,1020.2,10.7,102.36,11.204,30.403,272.2,413,269.5,408.9,-139.4,270.5,410.4,-139.9,8.177,2,-999,5,2.938,3,295,2
LAPUSH_125W_48N,47.964,-124.953,05/06/2017,15:17,269.3,2,2,412,2,1.8,1020.7,10.9,102.34,11.11,30.149,269.9,412.8,267.4,408.9,-141.6,268.4,410.5,-142.1,8.18,2,-999,5,3.003,3,297,2
LAPUSH_125W_48N,47.964,-124.953,05/06/2017,18:17,286.1,2,2,411.5,2,1.83,1021.6,11.4,102.33,11.349,30.96,286.7,412.2,284.2,408.7,-124.4,285.3,410.2,-124.9,8.154,2,-999,5,2.949,3,295.3,2
LAPUSH_125W_48N,47.964,-124.953,05/06/2017,21:17,292.1,2,2.1,411.1,2,1.84,1022.4,11.6,102.21,11.523,31.608,292.7,411.9,290.3,408.6,-118.2,291.5,410.2,-118.7,8.155,2,-999,5,2.894,3,291.3,2
LAPUSH_125W_48N,47.964,-124.953,05/07/2017,00:17,288.9,2,2.1,412.1,2,1.87,1022,11.9,102.26,11.424,31.71,289.5,412.9,287.2,409.5,-122.3,288.3,411.1,-122.8,8.165,2,-999,5,2.904,3,295.5,2
LAPUSH_125W_48N,47.964,-124.953,05/07/2017,03:17,286.7,2,2,411.6,2,1.79,1022.4,11.9,102.26,11.455,31.716,287.3,412.3,285,409.1,-124.1,286.1,410.6,-124.5,8.157,2,-999,5,2.915,3,294.9,2
LAPUSH_125W_48N,47.964,-124.953,05/07/2017,06:17,273.9,2,2,411.7,2,1.81,1023.3,11.7,102.4,11.465,31.619,274.4,412.4,272.5,409.6,-137.1,273.6,411.1,-137.6,8.185,2,0.525,2,2.948,3,297.9,2
LAPUSH_125W_48N,47.964,-124.953,05/07/2017,09:17,268.7,2,2,411.4,2,1.89,1023.5,11.6,102.6,11.25,31.586,269.3,412.2,267.5,409.4,-141.9,268.5,411,-142.5,8.189,2,0.529,2,2.964,3,301,2
LAPUSH_125W_48N,47.964,-124.953,05/07/2017,12:17,267.6,2,2,411.4,2,1.82,1024,11.5,102.74,11.167,31.61,268.2,412.1,266.5,409.6,-143.1,267.6,411.2,-143.6,8.185,2,-999,5,2.984,3,303.2,2
LAPUSH_125W_48N,47.964,-124.953,05/07/2017,15:17,272.8,2,2.1,410.8,2,1.92,1024.7,11.4,102.77,11.102,31.56,273.4,411.6,272,409.4,-137.5,273,411,-138,8.179,2,-999,5,3.022,3,299.9,2
LAPUSH_125W_48N,47.964,-124.953,05/07/2017,18:17,265.7,2,2.2,410.5,2,1.93,1024.8,11.7,102.91,11.264,31.566,266.3,411.3,264.8,409.1,-144.2,265.9,410.6,-144.8,8.196,2,-999,5,3.008,3,302.4,2
LAPUSH_125W_48N,47.964,-124.953,05/07/2017,21:17,262.8,2,2.1,410.4,2,1.92,1024.8,11.9,103.07,11.566,31.445,263.4,411.2,261.9,408.9,-147,262.9,410.4,-147.5,8.202,2,-999,5,3.023,3,302.9,2
LAPUSH_125W_48N,47.964,-124.953,05/08/2017,00:17,263.9,2,2.2,410.8,2,1.98,1024.4,12,103.29,11.663,31.44,264.5,411.6,262.9,409.1,-146.2,263.9,410.7,-146.8,8.202,2,-999,5,3.064,3,305.7,2
LAPUSH_125W_48N,47.964,-124.953,05/08/2017,03:17,258.3,2,2.1,410.8,2,1.86,1024,12.1,103.74,11.167,31.601,258.8,411.6,257.2,409.1,-151.8,258.2,410.6,-152.4,8.198,2,-999,5,3.135,3,315.4,2
LAPUSH_125W_48N,47.964,-124.953,05/08/2017,06:17,254.8,2,2,411.2,2,1.85,1023.9,11.7,103.89,11.527,31.008,255.3,411.9,253.7,409.3,-155.6,254.7,410.8,-156.2,8.206,2,0.94,2,3.203,3,309.8,2
LAPUSH_125W_48N,47.964,-124.953,05/08/2017,09:17,245.2,2,2.1,410.8,2,1.86,1023.2,11.6,103.39,12.31,28.806,245.7,411.6,243.7,408.4,-164.6,244.7,409.9,-165.3,8.21,2,0.928,2,3.475,3,294.7,2
LAPUSH_125W_48N,47.964,-124.953,05/08/2017,12:17,241.6,2,2.1,410.9,2,1.94,1022.9,11.8,103.14,12.036,28.561,242.1,411.7,240.2,408.5,-168.3,241.1,410,-168.9,8.216,2,-999,5,3.464,3,298.1,2
LAPUSH_125W_48N,47.964,-124.953,05/08/2017,15:17,246,2,2.3,410.8,2,2.03,1022.6,12.1,102.9,11.945,28.242,246.5,411.6,244.5,408.3,-163.8,245.4,409.8,-164.4,8.213,2,-999,5,3.492,3,298.1,2
LAPUSH_125W_48N,47.964,-124.953,05/08/2017,18:17,254.6,2,2.3,410.9,2,2.07,1023.2,12.5,103.14,11.872,30.498,255.2,411.7,253.3,408.6,-155.3,254.3,410.2,-155.9,8.213,2,-999,5,3.268,3,310.5,2
LAPUSH_125W_48N,47.964,-124.953,05/08/2017,21:17,247.3,2,2.5,410.7,2,2.19,1022.2,12.9,103.36,12.627,28.454,248,411.6,245.7,407.9,-162.2,246.6,409.4,-162.8,8.216,2,-999,5,3.492,3,307.2,2
LAPUSH_125W_48N,47.964,-124.953,05/09/2017,00:17,230.6,2,2.4,410.6,2,2.12,1021.4,13.3,104.16,12.331,28.973,231.2,411.5,229,407.6,-178.6,229.8,409.1,-179.3,8.243,2,-999,5,3.491,3,323.1,2
LAPUSH_125W_48N,47.964,-124.953,05/09/2017,03:17,230.3,2,2.3,410.6,2,2.14,1020.4,13.1,104.62,12.166,29.11,230.8,411.5,228.4,407.2,-178.8,229.3,408.8,-179.5,8.249,2,-999,5,3.439,3,324,2
LAPUSH_125W_48N,47.964,-124.953,05/09/2017,06:17,242.5,2,2.3,410.5,2,2.12,1020.1,12.9,104.48,12.225,29.575,243.1,411.4,240.5,407,-166.5,241.4,408.5,-167.1,8.23,2,0.993,2,3.369,3,312.5,2
LAPUSH_125W_48N,47.964,-124.953,05/09/2017,09:17,238.4,2,2.3,410.6,2,2.18,1019.7,12.7,104.4,12.228,29.13,239,411.5,236.3,406.9,-170.6,237.2,408.4,-171.2,8.231,2,1.126,2,3.403,3,308.5,2
LAPUSH_125W_48N,47.964,-124.953,05/09/2017,12:17,238.8,2,2.3,410.3,2,2.2,1019.2,12.8,104.27,12.159,28.942,239.3,411.2,236.5,406.4,-169.9,237.4,407.9,-170.5,8.234,2,-999,5,3.403,3,306.6,2
LAPUSH_125W_48N,47.964,-124.953,05/09/2017,15:17,236.9,2,2.4,411.5,2,2.25,1018.8,12.8,104.28,11.957,29.193,237.5,412.5,234.7,407.6,-172.9,235.6,409.1,-173.5,8.234,2,-999,5,3.409,3,312.4,2
LAPUSH_125W_48N,47.964,-124.953,05/09/2017,18:17,230.6,2,2.5,409.7,2,2.26,1018.5,12.7,104.65,12.201,29.206,231.2,410.6,228.3,405.6,-177.2,229.2,407.1,-177.9,8.246,2,-999,5,3.385,3,316.2,2
LAPUSH_125W_48N,47.964,-124.953,05/09/2017,21:17,234.8,2,2.5,409.2,2,2.26,1018,13,104.9,12.502,29.294,235.4,410.2,232.3,404.8,-172.5,233.2,406.3,-173.1,8.245,2,-999,5,3.412,3,318.4,2
LAPUSH_125W_48N,47.964,-124.953,05/10/2017,00:17,182.3,2,2.5,409.4,2,2.21,1016.9,13.3,107.24,12.266,29.739,182.7,410.3,180.2,404.5,-224.3,180.9,406.1,-225.2,8.318,2,-999,5,3.399,3,369.5,2
LAPUSH_125W_48N,47.964,-124.953,05/10/2017,03:17,168.9,2,2.3,409.4,2,2.17,1015.7,13.2,109.43,12.066,29.944,169.3,410.2,166.8,404.1,-237.3,167.4,405.6,-238.2,8.374,2,-999,5,3.453,3,394.2,2
LAPUSH_125W_48N,47.964,-124.953,05/10/2017,06:17,217.8,2,2.3,411.5,2,2.16,1014.8,12.7,108.93,12.575,29.431,218.3,412.3,214.7,405.6,-190.9,215.5,407.2,-191.6,8.279,2,1.345,2,3.435,3,328.2,2
LAPUSH_125W_48N,47.964,-124.953,05/10/2017,09:17,218.6,2,2.3,410.7,2,2.17,1014.6,12.7,108.67,12.206,29.544,219.1,411.6,215.5,404.9,-189.4,216.3,406.4,-190.1,8.262,2,1.384,2,3.465,3,333.1,2
LAPUSH_125W_48N,47.964,-124.953,05/10/2017,12:17,175.8,2,2.2,411.2,2,2.12,1013.9,12.6,110.69,11.337,30.32,176.2,412.1,173.3,405.5,-232.1,174,407,-233,8.338,2,-999,5,3.624,3,397.6,2
LAPUSH_125W_48N,47.964,-124.953,05/10/2017,15:17,173.1,2,2.3,411.5,2,2.12,1013.4,12.1,112.39,11.305,30.349,173.5,412.4,170.6,405.5,-234.9,171.3,407.1,-235.8,8.349,2,-999,5,3.593,3,397.4,2
LAPUSH_125W_48N,47.964,-124.953,05/10/2017,18:17,186.4,2,2.3,411.4,2,2.14,1012.7,12.1,112.57,11.644,30,186.8,412.3,183.5,405,-221.5,184.2,406.6,-222.3,8.326,2,-999,5,3.462,3,374.5,2
LAPUSH_125W_48N,47.964,-124.953,05/10/2017,21:17,199.7,2,2.4,411.4,2,2.15,1011.8,12.5,112.07,12.269,29.698,200.2,412.2,196.4,404.4,-208.1,197.1,405.9,-208.8,8.308,2,-999,5,3.382,3,352.8,2
LAPUSH_125W_48N,47.964,-124.953,05/11/2017,00:17,191,2,2.4,411.3,2,2.16,1011.4,13.2,112.14,12.321,29.885,191.4,412.2,187.7,404.2,-216.4,188.4,405.7,-217.3,8.322,2,-999,5,3.412,3,364.4,2
LAPUSH_125W_48N,47.964,-124.953,05/11/2017,03:17,183.6,2,2.3,411.3,2,2.22,1010.3,13.3,112.61,11.766,30.327,184,412.2,180.3,403.9,-223.6,181,405.5,-224.5,8.337,2,-999,5,3.454,3,377.9,2
LAPUSH_125W_48N,47.964,-124.953,05/11/2017,06:17,186.2,2,2.3,412.7,2,2.25,1009.9,12.7,113.45,11.183,30.651,186.6,413.7,182.9,405.4,-222.5,183.6,407,-223.4,8.344,2,5.125,2,3.649,3,391.8,2
LAPUSH_125W_48N,47.964,-124.953,05/11/2017,09:17,207.2,2,2.4,410.1,2,2.38,1009.9,12.5,112.12,11.761,30.39,207.7,411.1,203.5,402.7,-199.2,204.2,404.2,-200,8.296,2,1.381,2,3.366,3,340.3,2
LAPUSH_125W_48N,47.964,-124.953,05/11/2017,12:17,219.1,2,2.2,411.2,2,2.21,1008.9,12.6,110.54,11.532,30.587,219.5,412.1,214.9,403.4,-188.5,215.7,404.9,-189.2,8.265,2,-999,5,3.33,3,318,2
LAPUSH_125W_48N,47.964,-124.953,05/11/2017,15:17,213.9,2,2.3,413.1,2,2.24,1007.7,12.5,108.99,11.62,30.256,214.4,414,209.6,404.7,-195.1,210.4,406.2,-195.9,8.276,2,-999,5,3.325,3,307.7,2
LAPUSH_125W_48N,47.964,-124.953,05/11/2017,18:17,198.1,2,2.3,411.4,2,2.25,1009.5,12.4,108.56,11.635,30.318,198.5,412.3,194.4,403.8,-209.4,195.1,405.3,-210.2,8.3,2,-999,5,3.38,3,330.2,2
LAPUSH_125W_48N,47.964,-124.953,05/11/2017,21:17,193,2,2.4,411.3,2,2.28,1012.2,12.4,108.77,11.724,30.381,193.5,412.2,190,404.8,-214.8,190.7,406.3,-215.6,8.315,2,-999,5,3.444,3,342.5,2
LAPUSH_125W_48N,47.964,-124.953,05/12/2017,00:17,180.4,2,2.3,411.1,2,2.13,1012.8,12.7,109.87,11.714,30.519,180.8,412,177.7,404.8,-227.1,178.3,406.3,-228,8.347,2,-999,5,3.539,3,371.5,2
LAPUSH_125W_48N,47.964,-124.953,05/12/2017,03:17,185,2,2.2,410.9,2,2.05,1012.6,12.2,111.31,11.039,30.757,185.4,411.7,182.2,404.6,-222.4,182.9,406.2,-223.3,8.329,2,-999,5,3.765,3,395.6,2
LAPUSH_125W_48N,47.964,-124.953,05/12/2017,06:17,219.4,2,2.2,411.4,2,2.05,1012.2,11.7,110.16,11.497,30.62,219.9,412.3,216,404.9,-188.9,216.8,406.4,-189.6,8.269,2,1.942,2,3.428,3,322.3,2
LAPUSH_125W_48N,47.964,-124.953,05/12/2017,09:17,217.6,2,2,412.5,2,1.92,1012.2,11.6,109.11,11.325,30.707,218.1,413.3,214.2,406,-191.8,215,407.6,-192.5,8.271,2,1.649,2,3.439,3,322.7,2
LAPUSH_125W_48N,47.964,-124.953,05/12/2017,12:17,249.9,2,2,412.9,2,1.89,1011.9,11.4,107.3,10.803,30.774,250.4,413.7,245.9,406.3,-160.4,246.9,407.9,-161,8.215,2,-999,5,3.575,3,321.6,2
LAPUSH_125W_48N,47.964,-124.953,05/12/2017,15:17,287.4,2,2,413.7,2,1.9,1012.9,11,104.88,10.321,30.908,288,414.5,283.3,407.7,-124.4,284.4,409.3,-124.9,8.13,2,-999,5,3.756,3,311.4,2
LAPUSH_125W_48N,47.964,-124.953,05/12/2017,18:17,296.2,2,2,412.5,2,1.89,1013.6,10.8,103.82,10.252,30.918,296.8,413.3,292.2,406.8,-114.7,293.3,408.4,-115.1,8.138,2,-999,5,3.768,3,316.1,2
LAPUSH_125W_48N,47.964,-124.953,05/12/2017,21:17,275.1,2,2.2,411.3,2,2.01,1013.6,11,103,11.17,31.156,275.7,412.1,271.2,405.4,-134.2,272.3,407,-134.7,8.175,2,-999,5,3.383,3,291.3,2
LAPUSH_125W_48N,47.964,-124.953,05/13/2017,00:17,263.9,2,2.3,411.3,2,2.05,1013.9,11.5,103,11.1,31.161,264.5,412.1,260.3,405.6,-145.2,261.3,407.1,-145.8,8.185,2,-999,5,3.422,3,300.5,2
LAPUSH_125W_48N,47.964,-124.953,05/13/2017,03:17,267.4,2,2.1,411.3,2,1.93,1014,11.7,103.9,10.336,31.044,267.9,412.1,263.8,405.8,-141.9,264.9,407.4,-142.5,-999,4,-999,5,3.76,3,329.4,2
LAPUSH_125W_48N,47.964,-124.953,05/13/2017,06:17,267.4,2,2,411.5,2,1.84,1013.6,11.3,104.42,10.343,31.02,267.9,412.2,263.7,405.8,-142.1,264.7,407.3,-142.6,8.177,2,5.458,2,3.807,3,327.6,2
LAPUSH_125W_48N,47.964,-124.953,05/13/2017,09:17,273.9,2,2.1,411.5,2,1.88,1013,11.1,104.29,10.683,31.119,274.5,412.2,270,405.4,-135.5,271,407,-136,8.176,2,2.954,2,3.636,3,307.6,2
LAPUSH_125W_48N,47.964,-124.953,05/13/2017,12:17,274.3,2,2.1,411.4,2,1.88,1012.9,11.1,104.78,10.208,30.929,274.8,412.2,270.4,405.5,-135.2,271.4,407.1,-135.7,8.16,2,-999,5,3.962,3,329,2
LAPUSH_125W_48N,47.964,-124.953,05/13/2017,15:17,223,2,2.3,411.3,2,2.2,1013.6,11.1,106.6,10.381,30.92,223.6,412.2,220.1,405.7,-185.6,220.9,407.3,-186.4,8.233,2,-999,5,4.011,3,365.7,2
LAPUSH_125W_48N,47.964,-124.953,05/13/2017,18:17,184.1,2,2.4,411.1,2,2.09,1014,11.8,109.81,11.196,30.906,184.6,412,181.7,405.5,-223.8,182.4,407,-224.7,8.321,2,-999,5,3.952,3,395.8,2
LAPUSH_125W_48N,47.964,-124.953,05/13/2017,21:17,175,2,2.5,411.2,2,2.05,1014.4,12.7,112.59,12.066,30.907,175.4,412.1,172.6,405.4,-232.8,173.2,406.9,-233.7,8.355,2,-999,5,3.871,3,396.4,2
LAPUSH_125W_48N,47.964,-124.953,05/14/2017,00:17,153.9,2,2.4,411,2,2.09,1014.2,13.4,115.86,11.627,30.94,154.3,411.9,151.8,405.3,-253.5,152.4,406.8,-254.5,8.42,2,-999,5,3.984,3,395.9,2
LAPUSH_125W_48N,47.964,-124.953,05/14/2017,03:17,127.5,2,2.2,410.5,2,2.01,1014.3,13.3,119.31,11.305,30.919,127.8,411.3,125.8,404.9,-279.1,126.3,406.4,-280.1,8.454,2,-999,5,4.087,3,395.9,2
LAPUSH_125W_48N,47.964,-124.953,05/14/2017,06:17,129.7,2,2.1,410.6,2,2.02,1014.6,12.5,121.44,11.248,30.907,130,411.4,128,405.1,-277.1,128.5,406.6,-278.1,8.464,2,7.438,2,4.035,3,395.9,2
LAPUSH_125W_48N,47.964,-124.953,05/14/2017,09:17,132.1,2,2.1,410.6,2,2.08,1014,12,122.76,11.11,30.902,132.4,411.4,130.3,404.9,-274.6,130.8,406.5,-275.7,8.457,2,7.333,2,4.107,3,395.8,2
LAPUSH_125W_48N,47.964,-124.953,05/14/2017,12:17,153.6,2,2.1,410.4,2,2.03,1013.8,11.7,121.83,10.645,30.897,154,411.2,151.6,404.8,-253.2,152.1,406.3,-254.2,8.377,2,-999,5,4.05,3,395.4,2
LAPUSH_125W_48N,47.964,-124.953,05/14/2017,15:17,156.7,2,2.3,410.2,2,2.16,1014.2,11.5,121.15,10.791,30.843,157,411.1,154.6,404.8,-250.2,155.2,406.3,-251.1,8.378,2,-999,5,3.914,3,395.7,2
LAPUSH_125W_48N,47.964,-124.953,05/14/2017,18:17,136.9,2,2.3,411.8,2,2.18,1015.3,11.7,121.91,11.262,30.876,137.2,412.7,135.2,406.6,-271.4,135.7,408.2,-272.4,8.439,2,-999,5,3.962,3,395.9,2
LAPUSH_125W_48N,47.964,-124.953,05/14/2017,21:17,136.5,2,2.3,411.9,2,2.1,1015.6,12.3,122.9,11.446,30.837,136.9,412.7,134.9,406.7,-271.9,135.4,408.3,-272.9,-999,4,-999,5,3.912,3,396.2,2
